date,raw_ex_ante_beta,post_ex_ante_beta,raw_rolling_60d_realized_beta,post_rolling_60d_realized_beta,raw_max_abs_sector_net,post_max_abs_sector_net,raw_net_exposure,post_net_exposure,post_gross_exposure,raw_sector_net__Communication Services,post_sector_net__Communication Services,raw_sector_net__Consumer Discretionary,post_sector_net__Consumer Discretionary,raw_sector_net__Consumer Staples,post_sector_net__Consumer Staples,raw_sector_net__Energy,post_sector_net__Energy,raw_sector_net__Financials,post_sector_net__Financials,raw_sector_net__Health Care,post_sector_net__Health Care,raw_sector_net__Industrials,post_sector_net__Industrials,raw_sector_net__Information Technology,post_sector_net__Information Technology,raw_sector_net__Materials,post_sector_net__Materials,raw_sector_net__Real Estate,post_sector_net__Real Estate,raw_sector_net__Unknown,post_sector_net__Unknown,raw_sector_net__Utilities,post_sector_net__Utilities
2015-11-23,0.10284328843647089,9.71445146547012e-17,0.22552316118916008,0.12049469702230244,0.06534824933168616,0.07247659371149032,0.0,-8.326672684688674e-17,1.404987360631253,0.0,0.0,-0.01633706233292154,0.02328307689173748,0.03267412466584308,0.03591889955382929,-0.03267412466584308,-0.06995401957234351,0.03267412466584308,0.0273870424789329,-0.03267412466584308,-0.013850847856238146,0.06534824933168616,0.07247659371149032,-0.049011186998764625,-0.056053220803473094,-0.03267412466584308,-0.06611527074667659,0.049011186998764625,0.05794819981453428,-0.049011186998764625,-0.04308886294485956,0.03267412466584308,0.03204840947306652
2015-11-24,0.10076455383342028,7.216449660063518e-16,0.23005325013774025,0.12229812197590541,0.06534824933168616,0.07220483777828064,0.0,1.734723475976807e-16,1.404987360631253,0.0,0.0,-0.01633706233292154,0.022544406690573726,0.03267412466584308,0.03589110377780799,-0.03267412466584308,-0.06858765253744928,0.03267412466584308,0.02741441149845751,-0.03267412466584308,-0.014710753882879395,0.06534824933168616,0.07220483777828064,-0.049011186998764625,-0.05590004453673658,-0.03267412466584308,-0.06545903254125707,0.049011186998764625,0.057729296861752655,-0.049011186998764625,-0.04323645522660682,0.03267412466584308,0.03210988211805679
2015-11-25,0.10796025149991509,-4.2327252813834093e-16,0.23917353393224192,0.13929480792753315,0.06534824933168616,0.07515921685366392,0.0,-1.457167719820518e-16,1.4049873606312526,0.0,0.0,-0.01633706233292154,0.022489141290399695,0.03267412466584308,0.03585774758928639,-0.03267412466584308,-0.07515921685366392,0.03267412466584308,0.028010916650745267,-0.03267412466584308,-0.010611230800035712,0.06534824933168616,0.07191941963927069,-0.049011186998764625,-0.054893148468020764,-0.03267412466584308,-0.0661768400314981,0.049011186998764625,0.05882019699669368,-0.049011186998764625,-0.04231414335079121,0.03267412466584308,0.03205715733761381
2015-11-27,0.1872619098925617,-4.440892098500626e-16,0.2547311409675773,0.1563264389379532,0.06534824933168616,0.08599690972190063,0.0,-8.326672684688674e-17,1.4049873606312526,0.0,0.0,-0.01633706233292154,0.05066241557254218,0.03267412466584308,0.04010952994395631,0.0,-0.06281763623450098,0.049011186998764625,0.046391253318542866,-0.06534824933168616,-0.02704113554379598,0.01633706233292154,0.0356494161173509,0.0,-0.015458158924616631,-0.01633706233292154,-0.08599690972190063,0.01633706233292154,0.02408268462583258,-0.049011186998764625,-0.0393740784436,0.03267412466584308,0.03379261929018927
2015-11-30,0.20148749998416796,8.326672684688674e-17,0.2489793209110287,0.1527656207489682,0.06534824933168616,0.08682180435893182,0.0,3.0531133177191805e-16,1.4049873606312526,0.0,0.0,-0.01633706233292154,0.06263542823838658,0.03267412466584308,0.040215324616089815,0.0,-0.0696156009825101,0.049011186998764625,0.04532792658408809,-0.06534824933168616,-0.023243822588270943,0.01633706233292154,0.033695221739007145,0.0,-0.0198159560221272,-0.01633706233292154,-0.08682180435893182,0.01633706233292154,0.024196889113351227,-0.049011186998764625,-0.03863169345174431,0.03267412466584308,0.03205808711266179
2015-12-01,0.1910698669304006,1.5265566588595902e-16,0.2613642298476936,0.16230041440869394,0.06534824933168616,0.08067327518678505,0.0,2.498001805406602e-16,1.4049873606312526,0.0,0.0,-0.01633706233292154,0.05527842169446548,0.03267412466584308,0.03994152969089598,0.0,-0.06759809967117175,0.049011186998764625,0.0452849186787126,-0.06534824933168616,-0.027769992146280804,0.01633706233292154,0.03432018724119836,0.0,-0.01597373816952132,-0.01633706233292154,-0.08067327518678505,0.01633706233292154,0.02392170684256612,-0.049011186998764625,-0.03959498539428148,0.03267412466584308,0.03286332642020211
2015-12-02,0.21571507446394772,-5.689893001203927e-16,0.2834395455334953,0.1794437110373362,0.06534824933168616,0.08896911675634292,0.0,-4.3021142204224816e-16,1.4049873606312524,0.0,0.0,-0.01633706233292154,0.057518909613967675,0.03267412466584308,0.04103391230027715,0.0,-0.07515286924888555,0.049011186998764625,0.044160488638467416,-0.06534824933168616,-0.022527203008164323,0.01633706233292154,0.03783535898941157,0.0,-0.01780912565509358,-0.01633706233292154,-0.08896911675634292,0.01633706233292154,0.02498243843341543,-0.049011186998764625,-0.0362261154265876,0.03267412466584308,0.0351533221195343
2015-12-03,0.2254977250863821,-1.3877787807814457e-16,0.2716985937087497,0.15694143491045467,0.06534824933168616,0.1005737495356446,0.0,1.1102230246251565e-16,1.4049873606312524,0.0,0.0,-0.01633706233292154,0.05452135096200817,0.03267412466584308,0.03977037264203656,0.0,-0.1005737495356446,0.049011186998764625,0.04655215959301364,-0.06534824933168616,-0.02439776941405228,0.01633706233292154,0.04572811792396794,0.0,0.008406638500909397,-0.01633706233292154,-0.08729261242689347,0.01633706233292154,0.02346762871834457,-0.049011186998764625,-0.03800047457773766,0.03267412466584308,0.03181833761404782
2015-12-04,0.2644141017501752,-2.7755575615628914e-17,0.19736897203290457,0.10559856658080725,0.049011186998764625,0.1481012451109529,0.0,1.1102230246251565e-16,1.4049873606312524,-0.01633706233292154,0.0,-0.03267412466584308,0.005700297689320545,0.01633706233292154,0.03548619810210216,0.0,-0.1481012451109529,0.049011186998764625,0.04877335055930611,-0.01633706233292154,0.007918518287677583,0.01633706233292154,0.07161769672800097,-0.01633706233292154,-0.0015183562551034854,-0.01633706233292154,-0.05795270703220437,0.03267412466584308,0.04252938535851445,-0.049011186998764625,-0.038250906632741756,0.03267412466584308,0.033797768306080805
2015-12-07,0.19809175559650935,4.996003610813204e-16,0.21311678261538944,0.1118933370315425,0.049011186998764625,0.0964438103445805,0.0,4.3021142204224816e-16,1.4049873606312526,-0.01633706233292154,0.0,-0.03267412466584308,-0.0077948721366903895,0.01633706233292154,0.029630617480458088,0.0,-0.0964438103445805,0.049011186998764625,0.04748762893271363,-0.01633706233292154,-0.008509378470909837,0.01633706233292154,0.060352308709998435,-0.01633706233292154,-0.0082576902764725,-0.01633706233292154,-0.05354197566076393,0.03267412466584308,0.03923589436656379,-0.049011186998764625,-0.04294012961186111,0.03267412466584308,0.04078140701154476
2015-12-08,0.20782804264198157,-2.7755575615628914e-16,0.2156404125676402,0.11235702737827305,0.049011186998764625,0.10653823557989045,0.0,-3.3306690738754696e-16,1.4049873606312526,-0.01633706233292154,0.0,-0.03267412466584308,-0.0015424044083879483,0.01633706233292154,0.02958993029622365,0.0,-0.10653823557989045,0.049011186998764625,0.04803685652487437,-0.01633706233292154,-0.0035700132133873463,0.01633706233292154,0.05833071558538479,-0.01633706233292154,-0.008332835279651743,-0.01633706233292154,-0.052715580456927306,0.03267412466584308,0.03964966927383696,-0.049011186998764625,-0.04495963227358772,0.03267412466584308,0.04205152953151241
2015-12-09,0.21148213393377688,0.0,0.18719148286766016,0.10168383768090745,0.049011186998764625,0.10597104859995285,0.0,1.6653345369377348e-16,1.404987360631253,-0.01633706233292154,-0.0004606934661520944,-0.03267412466584308,0.0028822301844271493,0.01633706233292154,0.03004396459214699,0.0,-0.10597104859995285,0.049011186998764625,0.04793615374471842,-0.01633706233292154,-0.0018591925067596507,0.01633706233292154,0.057408066710949224,-0.01633706233292154,-0.009699493474615196,-0.01633706233292154,-0.05717686868538741,0.03267412466584308,0.04007979130353784,-0.049011186998764625,-0.04655017539715995,0.03267412466584308,0.04336726559424768
2015-12-10,0.17751088037168336,-2.498001805406602e-16,0.17407680536731146,0.08931665636525753,0.049011186998764625,0.08844433496025728,0.0,-8.326672684688674e-17,1.4049873606312528,-0.01633706233292154,-0.0014961673844260369,-0.03267412466584308,-0.005961089894710031,0.01633706233292154,0.028203653257886124,0.0,-0.08844433496025728,0.049011186998764625,0.04831619644762263,-0.01633706233292154,-0.007381564914864799,0.01633706233292154,0.05075136356534241,-0.01633706233292154,-0.017701560020275245,-0.01633706233292154,-0.03891172469920774,0.03267412466584308,0.03827450448058048,-0.049011186998764625,-0.04976075633755049,0.03267412466584308,0.04411148045985988
2015-12-11,0.15769414580481164,-3.469446951953614e-16,0.1927427862216478,0.09979718920686428,0.03267412466584308,0.1311262308972815,0.0,-6.938893903907228e-17,1.4049873606312526,-0.01633706233292154,-0.005428933229327975,-0.01633706233292154,-0.020092446950862524,0.03267412466584308,0.04821648259897065,-0.03267412466584308,-0.1311262308972815,0.01633706233292154,0.015139545985187802,0.01633706233292154,0.044478113550041436,-0.03267412466584308,-0.006607003833334516,0.01633706233292154,0.026362830986277598,0.0,0.003894175716203223,0.01633706233292154,0.015932272141183326,-0.03267412466584308,-0.03297688092141852,0.03267412466584308,0.04220807485436092
2015-12-14,0.169815795546033,-1.8041124150158794e-16,0.18107113656725146,0.09327102395015077,0.03267412466584308,0.14311443043042932,0.0,-5.551115123125783e-17,1.404987360631253,-0.01633706233292154,-0.005497297002697156,-0.01633706233292154,-0.01304651201830315,0.03267412466584308,0.05186812012537299,-0.03267412466584308,-0.14311443043042932,0.01633706233292154,0.014192249475462859,0.01633706233292154,0.0484630041516944,-0.03267412466584308,-0.0055411211587004065,0.01633706233292154,0.02428076040051367,0.0,0.004187073667897757,0.01633706233292154,0.016290249429665928,-0.03267412466584308,-0.034162010775442155,0.03267412466584308,0.042079914134964494
2015-12-15,0.15722627535740855,8.326672684688674e-16,0.19297510103213958,0.10112614803189529,0.03267412466584308,0.1338992454698627,0.0,2.8449465006019636e-16,1.4049873606312526,-0.01633706233292154,-0.0071294013548848355,-0.01633706233292154,-0.01184134910145499,0.03267412466584308,0.05075057472988476,-0.03267412466584308,-0.1338992454698627,0.01633706233292154,0.014434208091877081,0.01633706233292154,0.04376805869556057,-0.03267412466584308,-0.008993187923672022,0.01633706233292154,0.021116369071627783,0.0,0.0065727595279139045,0.01633706233292154,0.016893438444659025,-0.03267412466584308,-0.03403984406934879,0.03267412466584308,0.04236761935770046
2015-12-16,0.17295813451916542,2.7755575615628914e-17,0.20443692208613054,0.12005799741896227,0.03267412466584308,0.14331389188388147,0.0,9.020562075079397e-17,1.4049873606312526,-0.01633706233292154,-0.006838454013918313,-0.01633706233292154,-0.006431835970624161,0.03267412466584308,0.053159064795927205,-0.03267412466584308,-0.14331389188388147,0.01633706233292154,0.013700363552659679,0.01633706233292154,0.046266401924249925,-0.03267412466584308,-0.007117005167433828,0.01633706233292154,0.021277253481759503,0.0,0.00560146848347344,0.01633706233292154,0.01714693063729267,-0.03267412466584308,-0.03564696588705953,0.03267412466584308,0.04219667004755495
2015-12-17,0.18256693795858567,-7.494005416219807e-16,0.2083418389150364,0.1253275036396669,0.03267412466584308,0.14525537340407815,0.0,-1.1102230246251565e-16,1.4049873606312526,-0.01633706233292154,-0.006883691286130098,-0.01633706233292154,-0.007880667880946381,0.03267412466584308,0.05448749553169045,-0.03267412466584308,-0.14525537340407815,0.01633706233292154,0.013728154853146645,0.01633706233292154,0.041842530445613105,-0.03267412466584308,-0.007207722545711229,0.01633706233292154,0.03132625773648083,0.0,0.004249728231519746,0.01633706233292154,0.01789588579414462,-0.03267412466584308,-0.039763114386252185,0.03267412466584308,0.04346051691052254
2015-12-18,0.1867014176532346,-5.828670879282072e-16,0.18016220924831675,0.09577313708838578,0.06534824933168616,0.16346436380068025,0.0,0.0,1.4049873606312526,0.0,0.01235580417591341,0.01633706233292154,0.02862978381786883,0.01633706233292154,0.034395290225316615,-0.03267412466584308,-0.16346436380068025,0.03267412466584308,0.031247997764231192,0.049011186998764625,0.07077648113042898,-0.06534824933168616,-0.015730731852497355,-0.01633706233292154,0.007875462450673804,-0.01633706233292154,-0.019181371461001604,0.01633706233292154,0.01788051498644541,-0.03267412466584308,-0.04862807687470647,0.03267412466584308,0.04384320943800747
2015-12-21,0.14896965365023226,7.632783294297951e-16,0.18426704595738105,0.09826846746750935,0.06534824933168616,0.13755154502516354,0.0,1.6653345369377348e-16,1.4049873606312526,0.0,0.010152724678882608,0.01633706233292154,0.02788144506645246,0.01633706233292154,0.031790951277182004,-0.03267412466584308,-0.13755154502516354,0.03267412466584308,0.031426139612357816,0.049011186998764625,0.06595973045965306,-0.06534824933168616,-0.02599421320922413,-0.01633706233292154,-0.0023177187412071407,-0.01633706233292154,-0.01740381356901284,0.01633706233292154,0.017047955812076285,-0.03267412466584308,-0.04376333169843529,0.03267412466584308,0.042771675336438865
2015-12-22,0.15595446444371336,-6.938893903907228e-17,0.17560906303855064,0.10461457833733429,0.06534824933168616,0.14192150632042438,0.0,-3.0531133177191805e-16,1.4049873606312526,0.0,0.010270814184444633,0.01633706233292154,0.028459436287241527,0.01633706233292154,0.03244022301219422,-0.03267412466584308,-0.14192150632042438,0.03267412466584308,0.03143821662003868,0.049011186998764625,0.06608666197480033,-0.06534824933168616,-0.02489630508199751,-0.01633706233292154,-0.0005027565545081165,-0.01633706233292154,-0.017075499429926533,0.01633706233292154,0.017265924886976126,-0.03267412466584308,-0.04398978206405676,0.03267412466584308,0.04242457248521746
2015-12-23,0.12633092659470785,-1.8041124150158794e-16,0.2020584129991882,0.12604793428332237,0.06534824933168616,0.12453987353867255,0.0,-1.6653345369377348e-16,1.4049873606312526,0.0,0.006387654809141857,0.01633706233292154,0.028447538590613247,0.01633706233292154,0.028752036777356292,-0.03267412466584308,-0.12453987353867255,0.03267412466584308,0.031140477032822154,0.049011186998764625,0.0731449739399493,-0.06534824933168616,-0.03526532608796801,-0.01633706233292154,-0.012980901081823608,-0.01633706233292154,-0.01084825512514722,0.01633706233292154,0.016574648097155087,-0.03267412466584308,-0.040481332376782066,0.03267412466584308,0.03966835896335531
2015-12-24,0.15839850752044976,-3.608224830031759e-16,0.18455197801080822,0.11856686873392326,0.06534824933168616,0.15389186758953013,0.0,-6.938893903907228e-17,1.4049873606312526,0.0,0.00783030552147585,0.01633706233292154,0.03298374146727602,0.01633706233292154,0.03353728298433799,-0.03267412466584308,-0.15389186758953013,0.03267412466584308,0.03082307583019743,0.049011186998764625,0.07947399454907011,-0.06534824933168616,-0.030128168828937367,-0.01633706233292154,-0.0029512027161586463,-0.01633706233292154,-0.01339888844506638,0.01633706233292154,0.016578444856423905,-0.03267412466584308,-0.04104354178416582,0.03267412466584308,0.04018682415507697
2015-12-28,0.1281347817061854,-2.220446049250313e-16,0.18607100501653442,0.11808623373002627,0.0816853116646077,0.12908596259087085,-1.3877787807814457e-17,-4.85722573273506e-17,1.4049873606312526,-0.049011186998764625,-0.03380691767201839,0.01633706233292154,0.0504319149108336,0.03267412466584308,0.045802786057117226,-0.03267412466584308,-0.12908596259087085,0.03267412466584308,0.03354294988677484,0.049011186998764625,0.06449915066079606,-0.0816853116646077,-0.06474325727037325,0.01633706233292154,0.01873340901400944,0.0,-0.006094833108084707,0.01633706233292154,0.016178070913012654,-0.01633706233292154,-0.01746177882852729,0.01633706233292154,0.022004468027330637
2015-12-29,0.12981191111336454,9.020562075079397e-16,0.1417347023250297,0.08729348479224633,0.0816853116646077,0.1299971627199498,-1.3877787807814457e-17,3.2612801348363973e-16,1.4049873606312526,-0.049011186998764625,-0.033553824813589414,0.01633706233292154,0.0503993568474055,0.03267412466584308,0.045881240248309405,-0.03267412466584308,-0.1299971627199498,0.03267412466584308,0.03352124231675625,0.049011186998764625,0.06449549680474112,-0.0816853116646077,-0.06439656837789091,0.01633706233292154,0.019435276189369917,0.0,-0.006515773172826823,0.01633706233292154,0.016162807205016703,-0.01633706233292154,-0.017440777651906356,0.01633706233292154,0.022008687124564753
2015-12-30,0.0918031426497275,2.636779683484747e-16,0.11426636686186843,0.061321218490347475,0.0816853116646077,0.10157016531546777,-1.3877787807814457e-17,6.938893903907228e-17,1.4049873606312526,-0.049011186998764625,-0.03738112930767459,0.01633706233292154,0.04203425240809102,0.03267412466584308,0.04269498691544412,-0.03267412466584308,-0.10157016531546777,0.03267412466584308,0.0330409462070582,0.049011186998764625,0.06170781241308154,-0.0816853116646077,-0.07342015856524171,0.01633706233292154,0.016353848028199176,0.0,-0.002075398782478581,0.01633706233292154,0.015820532056516165,-0.01633706233292154,-0.017880132697869727,0.01633706233292154,0.020674606640342243
2015-12-31,0.06877327280905918,-2.3592239273284576e-16,0.10384591933981724,0.047644839382610146,0.0816853116646077,0.08425367591918467,-1.3877787807814457e-17,-9.71445146547012e-17,1.4049873606312526,-0.049011186998764625,-0.03852373161036303,0.01633706233292154,0.034972812254618416,0.03267412466584308,0.040229061566717655,-0.03267412466584308,-0.08425367591918467,0.03267412466584308,0.032672982838785086,0.049011186998764625,0.05588608839673261,-0.0816853116646077,-0.07239864764743002,0.01633706233292154,0.0187827577316197,0.0,-0.0036835976495863537,0.01633706233292154,0.01591349469783497,-0.01633706233292154,-0.01948732579215429,0.01633706233292154,0.019889781132409846
2016-01-04,0.05413116534262901,-4.163336342344337e-17,0.06163151792794199,0.011212601817062672,0.0816853116646077,0.07402958770724137,-1.3877787807814457e-17,3.469446951953614e-17,1.4049873606312526,-0.049011186998764625,-0.041142014144042414,0.01633706233292154,0.031078254887977337,0.03267412466584308,0.03906396574514221,-0.03267412466584308,-0.07226138832447834,0.03267412466584308,0.0326379527377659,0.049011186998764625,0.05562316502865074,-0.0816853116646077,-0.07402958770724137,0.01633706233292154,0.015162830010446464,0.0,-0.0029282467951780265,0.01633706233292154,0.015763445349830086,-0.01633706233292154,-0.018475884333786007,0.01633706233292154,0.01950750754491346
2016-01-05,0.03952223659668072,4.163336342344337e-16,0.05868134906368975,0.009875346520883442,0.0816853116646077,0.08535086480364262,-1.3877787807814457e-17,1.6653345369377348e-16,1.4049873606312526,-0.03267412466584308,-0.02685208505041274,-0.01633706233292154,-0.005031973911517593,0.0,0.0,-0.03267412466584308,-0.06082494374116533,0.049011186998764625,0.047981565293051476,0.0816853116646077,0.08535086480364262,-0.06534824933168616,-0.05644547841715389,-0.01633706233292154,-0.015963849654381457,0.0,-0.0011720326875707988,0.01633706233292154,0.01598952826185886,-0.01633706233292154,-0.01795546125701338,0.03267412466584308,0.03492386636066241
2016-01-06,0.03827226205379887,-6.938893903907228e-17,0.09500202349713638,0.04726803929740745,0.0816853116646077,0.08434737156846198,-1.3877787807814457e-17,-2.0816681711721685e-16,1.4049873606312526,-0.03267412466584308,-0.02696283033987136,-0.01633706233292154,-0.005284367393996518,0.0,0.0,-0.03267412466584308,-0.059141794354999846,0.049011186998764625,0.047852006850906695,0.0816853116646077,0.08434737156846198,-0.06534824933168616,-0.05568216020706453,-0.01633706233292154,-0.01650303925505782,0.0,-0.0012534564347607795,0.01633706233292154,0.01598873582419529,-0.01633706233292154,-0.01821330254013114,0.03267412466584308,0.03485283628231782
2016-01-07,0.07053806649368746,-1.3877787807814457e-17,0.12893318807385923,0.08221723550799524,0.0816853116646077,0.08807579698204628,-1.3877787807814457e-17,-6.938893903907228e-17,1.4049873606312528,-0.03267412466584308,-0.02168890424621875,-0.01633706233292154,0.003250426912805299,0.0,0.0,-0.03267412466584308,-0.08151403868025633,0.049011186998764625,0.04725098246496769,0.0816853116646077,0.08807579698204628,-0.06534824933168616,-0.044538374582959575,-0.01633706233292154,-0.0208677411250264,0.0,-0.00343430550835094,0.01633706233292154,0.015854559884254018,-0.01633706233292154,-0.018491521423082292,0.03267412466584308,0.03610311932182095
2016-01-08,0.09957470399535294,3.0531133177191805e-16,0.12431205593834922,0.0769815766731841,0.0816853116646077,0.09667388329517804,-1.3877787807814457e-17,2.42861286636753e-16,1.4049873606312526,-0.03267412466584308,-0.014181195828891548,-0.01633706233292154,0.00959039859352255,0.0,0.0,-0.03267412466584308,-0.09667388329517804,0.049011186998764625,0.04685174078553288,0.0816853116646077,0.0920199252864781,-0.06534824933168616,-0.034479261830735165,-0.01633706233292154,-0.033248356239708086,0.0,-0.0050625726876507605,0.01633706233292154,0.015795005908836552,-0.01633706233292154,-0.01867130611533116,0.03267412466584308,0.0380595054231249
2016-01-11,0.09139720362892868,-2.7755575615628914e-17,0.13581785697276322,0.08334327538123629,0.0816853116646077,0.09135706943198917,-1.3877787807814457e-17,-1.5959455978986625e-16,1.4049873606312526,-0.03267412466584308,-0.016170475634033565,-0.01633706233292154,0.006372434515005481,0.0,0.0,-0.03267412466584308,-0.09068289999466271,0.049011186998764625,0.04686502725194159,0.0816853116646077,0.09135706943198917,-0.06534824933168616,-0.03796154828941098,-0.01633706233292154,-0.031753812040538384,0.0,-0.0038534342384981095,0.01633706233292154,0.01593506608724978,-0.01633706233292154,-0.01794018809621031,0.03267412466584308,0.03783276100716787
2016-01-12,0.1588495058960171,2.1510571102112408e-16,0.10667659237139249,0.05321086548513351,0.049011186998764625,0.10089603760205429,-3.469446951953614e-18,2.5326962749261384e-16,1.4049873606312526,-0.01633706233292154,-0.0034554714474778706,-0.01633706233292154,0.016153076686096134,0.01633706233292154,0.016875437880081702,-0.01633706233292154,-0.10089603760205429,0.01633706233292154,0.029526455417081036,0.049011186998764625,0.06323555492221986,-0.049011186998764625,-0.023120793154508004,-0.01633706233292154,-0.03891320259779079,0.0,-0.0029197699347487116,0.01633706233292154,0.027254014783052286,-0.01633706233292154,-0.028808893236672822,0.03267412466584308,0.04506962828472169
2016-01-13,0.15568454050847833,-1.97758476261356e-16,0.14962180619495505,0.09196050079436625,0.049011186998764625,0.09279701052428235,-3.469446951953614e-18,-6.938893903907228e-17,1.4049873606312528,-0.01633706233292154,-0.005276959566878561,-0.01633706233292154,0.011822438912009568,0.01633706233292154,0.016956077113986646,-0.01633706233292154,-0.09279701052428235,0.01633706233292154,0.028097227091682473,0.049011186998764625,0.07048673519220458,-0.049011186998764625,-0.026857070473009316,-0.01633706233292154,-0.043885249562018815,0.0,-0.004882285150142721,0.01633706233292154,0.02810957143855902,-0.01633706233292154,-0.02797960279458004,0.03267412466584308,0.046206128322469425
2016-01-14,0.1874853639956815,7.979727989493313e-17,0.1772177002662397,0.10427235995988574,0.049011186998764625,0.11479958689192701,-3.469446951953614e-18,1.734723475976807e-16,1.4049873606312526,-0.01633706233292154,0.0005679964414269864,-0.01633706233292154,0.015583993333950831,0.01633706233292154,0.017763920826577295,-0.01633706233292154,-0.11479958689192701,0.01633706233292154,0.032050393715590646,0.049011186998764625,0.07517942750363335,-0.049011186998764625,-0.026360454910857062,-0.01633706233292154,-0.04326502261699513,0.0,-0.002971052014846317,0.01633706233292154,0.02791277059619243,-0.01633706233292154,-0.028930485476383046,0.03267412466584308,0.047268099493637195
2016-01-15,0.21613320825986526,-4.163336342344337e-17,0.18241828557988116,0.10387198971968568,0.049011186998764625,0.14001533132507987,-3.469446951953614e-18,0.0,1.4049873606312526,-0.01633706233292154,0.00021159814734194454,-0.01633706233292154,0.027023379736511845,0.01633706233292154,0.01849295093179515,-0.01633706233292154,-0.14001533132507987,0.01633706233292154,0.030457938172222844,0.049011186998764625,0.07468744447353887,-0.049011186998764625,-0.017873811833936652,-0.01633706233292154,-0.03959573984812026,0.0,-0.0005538695828309591,0.01633706233292154,0.028399568544726268,-0.01633706233292154,-0.02793780145702261,0.03267412466584308,0.046703674040853446
2016-01-19,0.21517768295762899,-1.8388068845354155e-16,0.18025605000802272,0.10345196303761252,0.049011186998764625,0.13644334985068807,-3.469446951953614e-18,-9.71445146547012e-17,1.4049873606312528,-0.01633706233292154,0.002525238545613191,-0.01633706233292154,0.033402901623590435,0.01633706233292154,0.017610498880392202,-0.01633706233292154,-0.13644334985068807,0.01633706233292154,0.027567595429107156,0.049011186998764625,0.07356728987034891,-0.049011186998764625,-0.014212019517643323,-0.01633706233292154,-0.05547565627176393,0.0,0.004788295335522566,0.01633706233292154,0.02884018365439501,-0.01633706233292154,-0.02693561805504943,0.03267412466584308,0.04476464035617518
2016-01-20,0.2236387158949114,3.8163916471489756e-17,0.1889588305966225,0.11029765144500449,0.03267412466584308,0.13116205143958587,-2.0816681711721685e-17,-1.5959455978986625e-16,1.4049873606312526,-0.01633706233292154,0.002414978056235385,0.0,0.043048549280070875,0.01633706233292154,0.017547579016293422,-0.01633706233292154,-0.13116205143958587,0.01633706233292154,0.024611909839345452,0.0,0.036753530314521984,-0.03267412466584308,-0.0031725665108426797,0.01633706233292154,-0.027924536812499172,-0.01633706233292154,-0.010615106758700723,0.03267412466584308,0.0456766803817422,-0.03267412466584308,-0.04223621554216932,0.03267412466584308,0.045057250175588245
2016-01-21,0.23134884240044207,-3.122502256758253e-17,0.20240788584653652,0.12861410895285996,0.03267412466584308,0.1465552848861784,-2.0816681711721685e-17,-8.673617379884035e-17,1.4049873606312528,-0.01633706233292154,0.002678284567498584,0.0,0.04742325937057578,0.01633706233292154,0.018584157052534103,-0.01633706233292154,-0.1465552848861784,0.01633706233292154,0.026704360682017023,0.0,0.02899935069358104,-0.03267412466584308,-0.0009607002991712695,0.01633706233292154,-0.02395622945912622,-0.01633706233292154,-0.0014596960583146447,0.03267412466584308,0.046401956340238894,-0.03267412466584308,-0.04348934240065648,0.03267412466584308,0.04562988439700151
2016-01-22,0.2453046991066206,-1.3877787807814457e-16,0.20958762905686648,0.10351753140858524,0.03267412466584308,0.16359983284905924,-2.0816681711721685e-17,-1.457167719820518e-16,1.4049873606312522,-0.01633706233292154,0.0019618124951466063,0.0,0.04722193991132047,0.01633706233292154,0.01874636260861408,-0.01633706233292154,-0.16359983284905924,0.01633706233292154,0.02787696910254374,0.0,0.03762385156590341,-0.03267412466584308,0.0046631583940452866,0.01633706233292154,-0.026377823367797218,-0.01633706233292154,0.0021103530243053188,0.03267412466584308,0.04488074695224943,-0.03267412466584308,-0.04042541965760946,0.03267412466584308,0.04531788182033742
2016-01-25,0.25356469469200743,2.0816681711721685e-16,0.22051125140126532,0.10725617796302538,0.03267412466584308,0.17475320551321633,-2.0816681711721685e-17,1.2836953722228372e-16,1.4049873606312526,-0.01633706233292154,0.0008809426393207656,0.0,0.04970198264913958,0.01633706233292154,0.017699898301926923,-0.01633706233292154,-0.17475320551321633,0.01633706233292154,0.02777427067750306,0.0,0.03677077652508734,-0.03267412466584308,0.008226045265503645,0.01633706233292154,-0.01653949247163583,-0.01633706233292154,-4.072038110562032e-05,0.03267412466584308,0.04528207860206575,-0.03267412466584308,-0.03850480090314341,0.03267412466584308,0.04350222460855424
2016-01-26,0.25969898586433793,-4.163336342344337e-16,0.22583013916986175,0.10790253406666839,0.03267412466584308,0.1787373638337399,-2.0816681711721685e-17,-1.0755285551056204e-16,1.4049873606312526,-0.01633706233292154,0.0022269720292710767,0.0,0.05323198952742723,0.01633706233292154,0.017766866268071016,-0.01633706233292154,-0.1787373638337399,0.01633706233292154,0.025376627375154635,0.0,0.03675549169297358,-0.03267412466584308,0.010607337761867338,0.01633706233292154,-0.013113877240515817,-0.01633706233292154,-0.005047918188855194,0.03267412466584308,0.04521678733466048,-0.03267412466584308,-0.036381228929024255,0.03267412466584308,0.04209831620270971
